Variedad,Altura,Cantidad (L),Temperatura,pH,Tiempo de fermentación,Puntaje en taza,Categoria_Puntaje
8,1137.0,45.7,18.6,4.62,20.0,79.0,No especial
9,1110.0,69.6,18.5,4.81,31.0,80.0,No especial
4,951.0,95.4,20.2,3.75,31.0,79.75,No especial
6,972.0,2.9,17.3,4.9,11.0,79.0,No especial
10,1147.0,86.1,16.2,4.71,159.0,85.5,Muy bueno
10,1164.0,98.1,17.2,4.7,111.0,84.75,Bueno
6,1336.0,9.7,32.7,3.58,25.0,79.5,No especial
0,1987.0,16.4,22.4,3.79,32.0,76.25,No especial
4,714.0,68.3,19.9,4.26,42.0,77.0,No especial
5,1479.0,84.0,22.4,3.53,25.0,84.5,Bueno
4,1529.0,75.6,24.0,3.67,28.0,85.5,Muy bueno
6,900.0,59.2,18.5,4.35,19.0,77.5,No especial
7,1109.0,22.8,14.1,4.68,25.0,76.75,No especial
4,842.0,23.3,19.6,4.18,28.0,74.75,No especial
4,1418.0,19.4,16.0,4.18,28.0,83.0,Bueno
4,1062.0,99.1,26.6,3.68,27.0,78.5,No especial
8,662.0,136.5,23.8,4.39,99.0,83.75,Bueno
6,1221.0,102.2,26.1,3.68,38.0,86.25,Muy bueno
10,976.0,84.3,19.1,4.79,127.0,85.75,Muy bueno
4,1209.0,86.0,16.5,3.68,45.0,81.25,Bueno
4,744.0,2.8,32.8,4.02,35.0,78.25,No especial
3,1355.0,2.9,30.4,4.7,10.0,85.75,Muy bueno
6,1118.0,10.9,26.9,4.57,16.0,76.75,No especial
2,1669.0,53.3,25.3,3.7,25.0,83.75,Bueno
2,1466.0,110.0,30.5,3.8,17.0,76.0,No especial
8,1205.0,9.0,22.0,4.62,33.0,85.75,Muy bueno
3,756.0,2.4,31.4,4.42,14.0,79.5,No especial
3,1599.0,31.6,20.1,4.16,18.0,85.25,Muy bueno
6,1202.0,114.4,21.1,3.54,25.0,84.5,Bueno
4,1264.0,19.2,30.5,4.41,10.0,75.0,No especial
2,452.0,3.9,22.8,4.13,43.0,74.0,No especial
6,1328.0,78.0,16.9,3.76,52.0,84.5,Bueno
10,1093.0,76.5,17.6,4.61,153.0,85.25,Muy bueno
3,1511.0,2.8,32.0,4.2,10.0,82.25,Bueno
9,988.0,90.6,20.4,4.75,42.0,82.0,Bueno
6,1179.0,104.6,24.5,3.58,28.0,82.75,Bueno
1,2024.0,15.7,27.1,3.98,16.0,86.75,Muy bueno
5,1490.0,87.4,26.5,3.56,28.0,77.75,No especial
1,1758.0,23.2,19.4,4.02,27.0,82.5,Bueno
4,1384.0,2.5,32.2,4.53,11.0,76.0,No especial
5,889.0,9.4,22.0,4.52,34.0,78.25,No especial
8,673.0,47.0,23.2,4.46,130.0,82.75,Bueno
6,1045.0,81.9,29.7,3.61,23.0,81.5,Bueno
4,1046.0,3.4,20.1,4.15,29.0,72.75,No especial
2,715.0,4.7,17.4,4.41,36.0,75.5,No especial
7,881.0,2.8,27.5,4.71,20.0,83.25,Bueno
10,988.0,86.7,19.8,4.93,51.0,83.0,Bueno
1,1713.0,74.6,22.1,4.12,16.0,81.75,Bueno
4,1115.0,56.4,20.0,3.62,43.0,73.75,No especial
3,1243.0,94.8,25.2,3.71,26.0,82.25,Bueno
10,1078.0,68.8,16.2,4.66,111.0,84.0,Bueno
10,1360.0,53.3,19.4,4.79,151.0,85.0,Muy bueno
7,757.0,132.1,23.4,4.06,63.0,83.25,Bueno
10,1184.0,79.6,19.4,4.14,132.0,86.25,Muy bueno
10,938.0,80.6,18.5,4.65,158.0,85.75,Muy bueno
1,1460.0,29.2,15.6,3.92,29.0,82.75,Bueno
2,957.0,75.9,13.5,3.72,64.0,74.5,No especial
9,1398.0,70.2,19.6,4.34,105.0,85.5,Muy bueno
7,1169.0,20.4,28.1,3.94,43.0,80.0,No especial
3,1854.0,11.2,19.3,3.93,63.0,87.5,Muy bueno
3,910.0,72.8,21.2,3.83,36.0,80.75,Bueno
10,1195.0,73.8,20.6,5.0,119.0,85.75,Muy bueno
2,1812.0,37.2,22.0,3.95,25.0,85.25,Muy bueno
1,1649.0,81.5,31.6,3.93,9.0,71.25,No especial
6,693.0,79.0,19.9,4.41,63.0,81.0,Bueno
9,1650.0,29.6,19.7,4.07,150.0,86.75,Muy bueno
7,957.0,5.0,20.9,4.49,29.0,81.0,Bueno
2,1596.0,3.6,19.2,4.19,18.0,85.75,Muy bueno
5,1481.0,85.7,22.6,3.63,35.0,85.5,Muy bueno
1,1844.0,24.6,22.3,3.93,26.0,85.25,Muy bueno
3,752.0,20.9,20.5,4.16,31.0,74.25,No especial
4,764.0,89.9,31.7,4.15,19.0,80.75,Bueno
4,1551.0,79.7,31.2,3.55,21.0,79.5,No especial
1,565.0,4.6,32.7,3.87,33.0,76.5,No especial
3,538.0,162.1,29.2,3.91,37.0,80.0,No especial
1,1872.0,31.5,25.8,3.9,20.0,82.5,Bueno
4,743.0,51.5,26.4,4.06,31.0,77.25,No especial
7,933.0,64.6,16.8,4.51,38.0,78.75,No especial
10,1370.0,70.0,20.0,4.08,140.0,86.75,Muy bueno
2,1313.0,38.5,14.6,3.99,36.0,80.0,No especial
1,1319.0,31.0,14.6,4.02,29.0,82.0,Bueno
5,955.0,4.3,12.8,4.8,22.0,77.5,No especial
10,1189.0,87.7,16.4,4.69,111.0,84.0,Bueno
5,1502.0,76.4,22.4,3.45,31.0,84.5,Bueno
10,1216.0,74.9,17.9,4.76,136.0,85.5,Muy bueno
5,1060.0,77.6,16.1,4.08,66.0,82.0,Bueno
4,1012.0,14.7,30.9,3.97,25.0,77.0,No especial
5,1960.0,21.9,24.4,3.94,43.0,87.0,Muy bueno
8,1071.0,97.0,23.8,3.78,51.0,85.5,Muy bueno
8,1032.0,85.2,16.6,4.74,16.0,78.75,No especial
10,976.0,93.7,20.0,4.82,101.0,85.0,Bueno
1,1550.0,70.5,32.5,4.11,8.0,74.0,No especial
8,1207.0,11.7,21.9,4.62,20.0,80.5,Bueno
4,653.0,48.8,30.4,3.98,36.0,78.5,No especial
10,1108.0,63.5,17.3,4.67,143.0,85.25,Muy bueno
5,1645.0,20.2,14.4,3.85,54.0,87.0,Muy bueno
4,838.0,76.1,21.2,4.01,32.0,77.25,No especial
1,1871.0,23.8,32.3,4.24,10.0,82.5,Bueno
0,2016.0,12.2,24.8,3.87,16.0,86.25,Muy bueno
8,770.0,41.5,21.8,4.61,52.0,82.0,Bueno
9,1076.0,68.2,22.4,3.64,68.0,86.5,Muy bueno
6,584.0,108.5,19.8,4.35,122.0,81.5,Bueno
9,932.0,91.9,18.7,4.49,144.0,85.0,Muy bueno
4,928.0,94.5,31.1,3.86,23.0,77.5,No especial
9,1003.0,2.4,26.9,4.77,25.0,86.5,Muy bueno
8,1067.0,10.1,23.0,4.64,26.0,81.0,Bueno
4,1435.0,4.5,33.0,3.73,26.0,74.5,No especial
8,1601.0,34.2,16.6,4.51,75.0,86.5,Muy bueno
5,1217.0,2.4,25.7,4.68,9.0,77.0,No especial
7,1050.0,141.3,19.2,4.11,35.0,83.0,Bueno
0,1523.0,9.2,13.2,3.92,22.0,78.75,No especial
2,1147.0,3.3,33.0,4.19,19.0,78.0,No especial
5,1253.0,2.6,20.4,4.52,21.0,86.75,Muy bueno
10,1180.0,57.1,16.6,4.72,161.0,86.0,Muy bueno
9,1385.0,31.6,16.7,4.22,63.0,86.0,Muy bueno
7,849.0,49.1,21.6,4.37,33.0,79.0,No especial
3,1628.0,7.1,20.5,4.24,18.0,85.5,Muy bueno
7,1259.0,4.8,21.7,4.4,36.0,86.25,Muy bueno
3,1132.0,3.7,33.1,3.97,16.0,75.0,No especial
5,1033.0,2.6,13.2,4.7,18.0,74.25,No especial
3,760.0,60.0,22.8,3.63,36.0,73.5,No especial
9,1194.0,41.5,19.1,4.63,45.0,86.5,Muy bueno
2,1022.0,7.6,17.9,4.28,20.0,75.25,No especial
1,1910.0,28.2,31.7,4.04,19.0,74.5,No especial
3,1160.0,17.9,22.8,3.81,44.0,74.5,No especial
10,1601.0,45.2,20.8,4.42,122.0,86.75,Muy bueno
5,1750.0,3.6,17.0,3.97,134.0,87.5,Muy bueno
3,1359.0,53.2,21.9,3.76,56.0,78.25,No especial
2,1141.0,48.5,13.1,3.76,55.0,82.5,Bueno
0,2108.0,10.5,31.9,4.51,5.0,77.25,No especial
3,1056.0,2.7,26.4,4.32,16.0,79.0,No especial
4,1060.0,167.4,16.9,3.83,28.0,78.0,No especial
10,1078.0,57.4,20.5,4.17,83.0,86.5,Muy bueno
10,877.0,82.2,18.7,4.38,153.0,85.5,Muy bueno
6,947.0,25.8,31.0,4.23,49.0,78.75,No especial
9,1497.0,24.3,19.4,4.25,161.0,84.75,Bueno
3,713.0,2.5,23.6,4.25,31.0,79.25,No especial
3,1292.0,72.2,19.1,3.75,33.0,80.0,Bueno
7,1122.0,2.5,30.3,4.27,17.0,79.5,No especial
7,632.0,136.7,24.0,4.28,60.0,82.75,Bueno
5,1184.0,148.0,31.8,3.53,13.0,78.25,No especial
5,1117.0,3.0,32.5,4.24,29.0,78.25,No especial
6,959.0,111.8,22.7,4.47,16.0,77.75,No especial
3,1463.0,38.3,16.7,3.73,37.0,86.0,Muy bueno
5,1120.0,5.8,32.7,3.89,27.0,76.0,No especial
2,1361.0,33.2,13.8,3.94,46.0,83.5,Bueno
10,1145.0,57.7,18.0,4.69,162.0,85.25,Muy bueno
3,1156.0,23.8,29.1,3.97,15.0,73.75,No especial
4,1559.0,2.8,33.0,3.83,25.0,73.75,No especial
10,1300.0,66.8,18.3,4.48,144.0,86.75,Muy bueno
3,845.0,2.5,25.0,4.29,32.0,73.75,No especial
1,1859.0,37.0,25.3,3.84,16.0,85.25,Muy bueno
4,682.0,2.4,32.4,4.68,16.0,83.0,Bueno
6,1001.0,28.7,20.9,4.4,27.0,77.75,No especial
6,1266.0,2.4,26.2,4.67,14.0,85.75,Muy bueno
9,1471.0,54.5,16.6,4.52,137.0,85.25,Muy bueno
0,1753.0,28.7,18.5,3.92,16.0,81.5,Bueno
5,701.0,159.6,22.8,3.87,49.0,82.75,Bueno
6,1076.0,103.1,26.8,3.42,23.0,85.5,Muy bueno
6,1219.0,2.5,31.2,4.53,15.0,81.25,Bueno
5,1133.0,105.4,18.4,4.03,45.0,83.5,Bueno
1,2014.0,13.0,24.6,3.93,25.0,87.25,Muy bueno
10,1066.0,125.5,21.2,4.95,113.0,86.25,Muy bueno
10,1214.0,34.9,22.3,4.89,52.0,84.25,Bueno
8,1666.0,38.1,18.7,3.48,48.0,87.25,Muy bueno
10,1065.0,74.5,18.6,4.76,140.0,85.5,Muy bueno
4,1546.0,70.2,23.6,3.59,18.0,85.25,Muy bueno
4,1111.0,50.8,18.5,3.89,34.0,79.75,No especial
9,1532.0,27.4,21.0,4.15,150.0,83.75,Bueno
6,1233.0,2.6,32.7,3.84,27.0,76.5,No especial
1,1934.0,29.1,26.5,3.75,14.0,84.0,Bueno
10,1341.0,58.5,18.2,4.68,159.0,86.0,Muy bueno
3,1497.0,4.8,22.4,4.1,23.0,76.75,No especial
8,1053.0,30.8,14.3,4.82,45.0,80.75,Bueno
7,1040.0,70.6,30.6,3.51,28.0,83.5,Bueno
7,1063.0,77.4,20.3,4.23,32.0,80.5,Bueno
9,963.0,71.3,16.8,4.59,141.0,83.0,Bueno
9,751.0,132.2,22.8,4.6,82.0,84.0,Bueno
5,727.0,39.0,31.7,3.84,30.0,80.5,Bueno
7,731.0,139.8,26.1,4.49,46.0,83.0,Bueno
10,1185.0,71.1,18.7,5.0,151.0,86.25,Muy bueno
4,1699.0,10.9,18.9,3.87,75.0,85.25,Muy bueno
0,1978.0,29.5,24.3,4.09,10.0,81.5,Bueno
2,1542.0,67.1,19.5,3.83,48.0,74.25,No especial
5,1447.0,8.3,32.8,3.96,26.0,80.5,Bueno
9,740.0,166.9,23.2,4.64,110.0,85.5,Muy bueno
5,1348.0,3.8,31.1,4.05,22.0,73.5,No especial
4,1452.0,2.8,32.7,4.06,25.0,77.75,No especial
10,1016.0,95.8,18.1,4.58,112.0,84.25,Bueno
3,1216.0,21.0,15.9,4.05,25.0,77.75,No especial
10,1297.0,49.5,15.8,4.85,165.0,86.5,Muy bueno
0,2027.0,10.0,22.4,4.09,13.0,83.75,Bueno
4,1212.0,80.3,30.4,3.44,28.0,77.5,No especial
1,1920.0,29.6,24.8,3.86,24.0,85.75,Muy bueno
2,1836.0,19.9,20.6,3.86,26.0,86.75,Muy bueno
2,1538.0,14.4,29.1,4.22,12.0,86.5,Muy bueno
2,1058.0,21.3,14.0,3.96,39.0,72.5,No especial
4,880.0,67.6,18.3,4.62,11.0,74.5,No especial
5,1765.0,47.0,21.9,4.33,15.0,85.75,Muy bueno
10,1076.0,96.6,18.5,4.68,110.0,84.5,Bueno
8,1490.0,31.3,18.3,4.2,61.0,85.5,Muy bueno
2,1453.0,19.4,28.0,3.93,45.0,73.0,No especial
1,1449.0,35.7,28.4,4.05,26.0,86.75,Muy bueno
7,592.0,5.2,31.7,4.07,66.0,84.5,Bueno
2,1545.0,14.2,26.5,3.99,33.0,79.25,No especial
9,1101.0,10.8,27.8,4.24,37.0,85.5,Muy bueno
9,1436.0,57.6,19.4,3.87,125.0,86.75,Muy bueno
5,1086.0,102.8,14.8,3.58,55.0,79.5,No especial
5,1093.0,65.2,27.5,3.9,25.0,78.0,No especial
10,1164.0,76.7,17.8,4.75,130.0,84.5,Bueno
0,1609.0,53.1,18.1,4.02,24.0,75.0,No especial
1,1796.0,77.8,29.2,4.16,10.0,80.75,Bueno
3,773.0,15.1,14.3,4.33,47.0,75.0,No especial
5,1121.0,98.7,29.0,3.55,26.0,78.25,No especial
3,1606.0,46.1,20.8,4.06,34.0,85.25,Muy bueno
7,1344.0,13.3,28.2,4.22,30.0,82.25,Bueno
5,1863.0,31.4,24.4,3.82,33.0,87.25,Muy bueno
3,802.0,2.5,29.5,4.26,43.0,80.5,Bueno
6,636.0,158.2,24.6,3.99,80.0,83.5,Bueno
2,1202.0,3.6,14.6,4.32,20.0,81.25,Bueno
10,1112.0,53.1,17.1,4.74,153.0,86.0,Muy bueno
10,1099.0,66.8,16.6,4.52,165.0,85.0,Bueno
0,2005.0,103.7,32.9,4.64,6.0,78.75,No especial
10,1064.0,159.6,23.9,5.06,27.0,83.25,Bueno
9,1072.0,10.5,19.8,4.76,28.0,82.0,Bueno
5,853.0,2.4,29.5,4.37,18.0,79.25,No especial
0,2048.0,7.6,20.8,4.08,18.0,79.5,No especial
9,1038.0,5.5,19.0,5.08,20.0,85.25,Muy bueno
10,1193.0,83.7,16.0,4.68,154.0,86.25,Muy bueno
2,1392.0,61.0,16.8,3.85,54.0,75.75,No especial
5,1169.0,151.8,26.0,3.54,24.0,76.5,No especial
2,1199.0,6.9,26.3,4.11,24.0,76.5,No especial
5,1186.0,107.4,18.4,3.63,35.0,83.25,Bueno
9,1035.0,46.8,15.8,4.8,40.0,83.75,Bueno
1,1588.0,34.9,22.0,3.91,25.0,83.75,Bueno
2,1086.0,18.8,20.4,4.06,27.0,78.25,No especial
7,1009.0,65.1,20.0,4.23,28.0,79.5,No especial
2,1856.0,28.8,24.5,3.94,34.0,86.5,Muy bueno
1,1922.0,17.6,20.7,4.2,18.0,86.5,Muy bueno
0,1970.0,20.7,23.2,4.03,13.0,83.75,Bueno
10,1242.0,81.8,17.4,4.77,147.0,85.5,Muy bueno
9,936.0,114.2,21.4,4.83,46.0,83.0,Bueno
2,1424.0,10.3,16.9,4.12,24.0,84.25,Bueno
10,1016.0,48.6,18.2,4.57,163.0,85.25,Muy bueno
3,1488.0,6.6,16.5,4.2,30.0,85.5,Muy bueno
4,1409.0,5.7,29.1,3.96,33.0,78.25,No especial
10,1265.0,71.8,17.1,4.55,140.0,85.25,Muy bueno
4,1129.0,2.5,15.8,4.83,10.0,73.0,No especial
10,1182.0,69.8,18.5,4.86,153.0,85.75,Muy bueno
8,1047.0,8.6,30.6,4.02,30.0,80.5,Bueno
8,758.0,26.5,26.4,4.66,42.0,83.5,Bueno
10,1153.0,82.2,18.6,4.87,121.0,85.0,Muy bueno
10,1096.0,81.7,18.2,4.64,152.0,86.0,Muy bueno
8,969.0,63.7,23.2,4.47,27.0,80.0,Bueno
7,1330.0,6.0,19.6,4.47,46.0,85.25,Muy bueno
9,796.0,114.2,22.6,4.64,79.0,84.75,Bueno
5,947.0,42.0,26.7,3.92,29.0,79.0,No especial
9,870.0,107.8,19.0,4.48,128.0,84.5,Bueno
5,913.0,28.4,16.5,4.41,32.0,76.75,No especial
3,1443.0,55.2,29.2,3.87,18.0,83.0,Bueno
6,1169.0,38.7,29.8,3.95,25.0,80.0,No especial
8,370.0,176.9,27.2,4.36,145.0,85.25,Muy bueno
3,1075.0,57.1,20.6,4.18,17.0,72.25,No especial
3,959.0,114.3,30.9,3.8,22.0,81.75,Bueno
8,831.0,158.8,26.1,4.58,29.0,81.75,Bueno
5,1173.0,50.3,17.1,4.06,92.0,82.0,Bueno
7,1241.0,3.2,30.7,4.61,20.0,81.25,Bueno
2,1225.0,42.2,14.2,3.66,35.0,75.25,No especial
3,1329.0,2.6,33.1,4.12,17.0,73.25,No especial
8,1072.0,21.0,19.6,4.6,97.0,87.5,Muy bueno
1,1536.0,43.6,27.9,3.95,17.0,73.75,No especial
5,1369.0,2.8,30.0,4.32,16.0,75.5,No especial
4,1091.0,104.7,25.8,3.51,32.0,75.25,No especial
2,552.0,2.4,14.8,4.54,18.0,73.5,No especial
10,1076.0,67.2,17.8,4.68,147.0,85.0,Bueno
7,1327.0,33.8,29.2,4.64,12.0,78.5,No especial
8,977.0,81.9,18.8,4.61,35.0,80.0,Bueno
10,1049.0,51.1,16.2,4.57,126.0,85.25,Muy bueno
2,809.0,54.7,13.6,4.05,38.0,74.0,No especial
7,1062.0,55.9,18.0,4.79,17.0,78.25,No especial
0,2060.0,13.0,28.8,4.33,7.0,87.75,Muy bueno
9,1348.0,42.4,21.4,4.38,154.0,84.25,Bueno
5,1199.0,125.3,25.9,3.5,27.0,78.25,No especial
3,979.0,38.8,28.2,3.77,25.0,73.25,No especial
3,1327.0,30.4,30.5,3.69,29.0,75.25,No especial
2,1008.0,21.6,23.9,3.93,27.0,71.75,No especial
7,1074.0,35.0,31.1,3.84,31.0,81.0,Bueno
1,1773.0,21.9,22.9,4.31,22.0,84.25,Bueno
10,1168.0,109.7,20.8,5.04,70.0,84.75,Bueno
10,1244.0,65.9,17.1,4.8,152.0,85.75,Muy bueno
10,1175.0,72.0,18.7,4.94,137.0,85.5,Muy bueno
8,1205.0,100.8,17.1,4.05,77.0,84.25,Bueno
3,1143.0,87.7,32.7,3.47,21.0,75.0,No especial
6,943.0,59.8,16.5,4.54,29.0,78.75,No especial
5,1383.0,108.5,22.4,4.11,33.0,82.0,Bueno
4,1584.0,3.7,32.8,4.09,13.0,79.5,No especial
10,1074.0,91.2,18.4,4.7,117.0,84.75,Bueno
4,1184.0,16.8,32.4,3.65,23.0,76.5,No especial
3,1067.0,12.2,27.7,3.8,33.0,72.5,No especial
4,1060.0,2.6,23.9,4.24,28.0,74.75,No especial
3,1388.0,7.6,30.2,4.07,28.0,78.0,No especial
6,1489.0,17.9,16.9,4.19,43.0,86.0,Muy bueno
10,1115.0,78.6,20.1,4.79,97.0,84.75,Bueno
2,1649.0,6.1,28.0,4.0,18.0,83.25,Bueno
0,2040.0,36.3,27.2,4.24,12.0,76.0,No especial
1,1884.0,75.2,32.8,3.98,7.0,79.25,No especial
10,1038.0,49.6,19.5,4.61,76.0,85.5,Muy bueno
10,1125.0,96.0,17.8,4.81,54.0,83.5,Bueno
10,1189.0,91.2,16.4,4.66,122.0,84.75,Bueno
9,1113.0,9.4,18.4,4.73,57.0,84.25,Bueno
8,1021.0,72.0,24.5,4.72,20.0,80.0,No especial
5,1165.0,100.0,21.8,3.47,30.0,82.75,Bueno
2,796.0,8.7,12.4,4.07,54.0,72.5,No especial
5,1414.0,5.4,31.2,4.46,16.0,75.5,No especial
7,1361.0,4.5,26.6,4.26,108.0,86.0,Muy bueno
2,1531.0,34.2,16.2,3.94,37.0,84.75,Bueno
4,1080.0,4.9,18.5,4.29,18.0,76.0,No especial
3,1329.0,62.5,15.4,3.79,56.0,84.25,Bueno
10,1391.0,63.6,18.1,4.69,164.0,86.25,Muy bueno
7,1646.0,26.3,17.7,4.04,46.0,86.75,Muy bueno
7,1755.0,4.9,19.5,4.04,107.0,87.5,Muy bueno
10,1116.0,91.9,17.8,4.69,98.0,84.25,Bueno
9,854.0,141.5,22.5,4.96,24.0,82.25,Bueno
10,966.0,54.0,16.8,4.52,164.0,85.5,Muy bueno
1,1683.0,124.1,29.1,4.05,11.0,76.0,No especial
8,1053.0,19.1,22.3,4.9,19.0,82.75,Bueno
9,1034.0,98.5,23.0,4.69,66.0,83.25,Bueno
9,1024.0,89.3,17.3,4.7,68.0,82.75,Bueno
2,1157.0,41.6,13.5,3.91,50.0,77.75,No especial
6,1673.0,30.3,23.6,4.19,28.0,85.25,Muy bueno
0,2115.0,6.3,30.0,4.63,5.0,87.0,Muy bueno
0,1699.0,20.8,15.9,3.89,31.0,80.75,Bueno
7,1008.0,27.5,21.7,4.26,36.0,82.5,Bueno
1,1763.0,103.2,30.9,4.19,10.0,79.25,No especial
10,964.0,105.7,19.5,4.67,125.0,85.0,Bueno
5,1366.0,41.4,17.3,3.98,32.0,84.5,Bueno
2,1210.0,16.1,16.1,3.8,57.0,73.5,No especial
2,997.0,60.9,32.0,3.68,19.0,75.0,No especial
5,1092.0,110.6,31.8,3.47,17.0,84.5,Bueno
3,1782.0,8.6,18.5,3.79,67.0,85.25,Muy bueno
10,1145.0,67.5,19.1,4.92,136.0,85.5,Muy bueno
10,1133.0,85.0,20.3,4.65,93.0,84.25,Bueno
1,1591.0,19.2,15.0,3.91,28.0,79.5,No especial
5,1146.0,61.6,31.5,3.47,25.0,79.25,No especial
10,1104.0,106.7,20.2,5.05,74.0,85.75,Muy bueno
8,725.0,84.3,24.9,4.25,144.0,84.0,Bueno
10,1084.0,80.3,17.4,4.67,113.0,84.5,Bueno
5,1503.0,88.1,25.3,3.57,33.0,84.75,Bueno
10,1092.0,66.6,18.5,4.86,119.0,85.0,Muy bueno
10,1180.0,55.5,17.2,4.1,110.0,86.5,Muy bueno
6,1652.0,62.1,22.4,3.44,26.0,87.0,Muy bueno
8,1120.0,27.6,13.5,4.84,21.0,78.0,No especial
3,684.0,3.9,32.3,4.03,37.0,73.75,No especial
1,1095.0,73.0,14.0,3.9,48.0,77.5,No especial
4,1078.0,105.6,19.6,3.47,45.0,75.5,No especial
9,1297.0,38.6,23.8,4.72,73.0,86.0,Muy bueno
2,964.0,15.2,13.2,4.06,22.0,73.25,No especial
0,1741.0,25.6,17.9,3.94,22.0,82.0,Bueno
1,1902.0,23.5,22.4,3.92,19.0,83.5,Bueno
10,1137.0,80.0,16.7,4.63,158.0,85.25,Muy bueno
5,1073.0,44.9,31.1,3.59,27.0,78.75,No especial
3,1862.0,48.3,28.3,3.86,11.0,86.75,Muy bueno
7,930.0,2.5,19.2,4.81,17.0,84.25,Bueno
1,1242.0,34.9,15.4,3.98,66.0,72.75,No especial
9,1390.0,11.0,21.2,4.57,58.0,83.75,Bueno
4,1019.0,121.9,20.8,3.69,29.0,81.25,Bueno
4,1480.0,15.5,25.0,4.26,60.0,87.5,Muy bueno
10,1080.0,80.9,17.4,4.66,91.0,83.5,Bueno
10,1134.0,29.2,20.3,4.56,61.0,85.75,Muy bueno
10,1171.0,77.3,18.6,4.86,127.0,84.5,Bueno
5,1252.0,93.1,18.9,3.66,40.0,83.0,Bueno
0,2098.0,9.5,28.0,4.32,7.0,85.75,Muy bueno
1,1499.0,43.7,16.0,3.92,38.0,79.0,No especial
10,1095.0,85.2,18.4,4.71,124.0,85.0,Bueno
7,961.0,13.6,13.4,4.83,26.0,79.75,No especial
4,1253.0,77.7,24.6,3.74,35.0,77.0,No especial
4,1420.0,61.6,17.3,3.71,42.0,84.75,Bueno
4,1196.0,2.4,22.6,4.56,11.0,75.75,No especial
5,990.0,67.5,20.0,4.17,32.0,79.75,No especial
10,1191.0,76.5,16.0,4.63,164.0,86.0,Muy bueno
10,902.0,32.5,22.0,4.78,99.0,86.5,Muy bueno
4,1134.0,121.1,16.7,3.65,45.0,76.5,No especial
8,1259.0,54.4,17.7,3.56,50.0,86.5,Muy bueno
10,1214.0,74.5,18.0,4.42,146.0,85.25,Muy bueno
10,907.0,99.1,21.4,4.76,84.0,85.5,Muy bueno
0,1983.0,7.0,24.0,4.22,9.0,85.75,Muy bueno
4,1103.0,2.5,30.8,4.08,19.0,74.5,No especial
0,2058.0,9.5,27.3,3.89,13.0,86.75,Muy bueno
5,942.0,18.4,22.2,3.95,30.0,75.5,No especial
9,918.0,25.7,21.4,4.72,81.0,86.25,Muy bueno
8,725.0,116.7,25.9,3.77,66.0,85.0,Bueno
8,1548.0,53.9,22.6,3.56,45.0,86.5,Muy bueno
2,1257.0,28.2,18.5,3.98,33.0,77.75,No especial
10,1150.0,100.8,19.4,4.74,112.0,85.0,Bueno
5,1010.0,109.8,13.5,3.46,59.0,77.0,No especial
0,2012.0,17.1,24.2,4.22,18.0,83.75,Bueno
9,1659.0,39.2,19.6,4.67,91.0,86.5,Muy bueno
10,991.0,88.5,23.4,4.79,58.0,83.75,Bueno
10,1129.0,105.0,20.2,4.84,80.0,83.75,Bueno
2,1920.0,14.0,22.8,3.77,35.0,87.25,Muy bueno
7,1405.0,30.6,30.9,3.83,29.0,82.0,Bueno
6,1072.0,104.3,30.2,3.46,22.0,83.25,Bueno
10,1186.0,77.2,19.9,4.98,161.0,86.5,Muy bueno
4,1157.0,106.8,27.8,3.63,35.0,79.25,No especial
9,941.0,98.6,21.3,4.41,90.0,81.75,Bueno
3,860.0,3.0,12.4,4.52,28.0,74.0,No especial
6,1279.0,59.4,17.9,3.92,37.0,84.0,Bueno
7,1094.0,3.2,18.7,4.64,23.0,79.75,No especial
9,1364.0,68.5,20.8,4.48,88.0,85.25,Muy bueno
4,800.0,2.4,31.6,4.36,12.0,77.75,No especial
9,1045.0,111.2,21.0,4.07,71.0,85.0,Bueno
8,964.0,56.8,17.4,4.86,35.0,82.0,Bueno
6,1368.0,10.5,15.3,4.57,16.0,85.25,Muy bueno
10,1169.0,65.6,19.2,4.92,142.0,85.75,Muy bueno
10,969.0,93.9,17.4,4.55,146.0,85.25,Muy bueno
1,1796.0,18.4,20.4,3.9,20.0,84.5,Bueno
1,1686.0,43.4,27.4,4.47,12.0,83.0,Bueno
5,1019.0,2.8,32.7,3.94,32.0,77.5,No especial
1,2045.0,16.0,28.0,3.89,20.0,81.5,Bueno
2,1291.0,103.7,26.4,3.84,27.0,72.75,No especial
10,937.0,73.7,21.7,4.79,128.0,85.5,Muy bueno
2,878.0,58.1,13.9,3.62,39.0,74.25,No especial
6,976.0,133.8,19.5,4.12,46.0,81.75,Bueno
6,997.0,15.5,13.2,4.82,14.0,75.5,No especial
5,1313.0,2.9,20.7,4.8,10.0,77.25,No especial
3,683.0,137.7,31.1,3.96,23.0,78.5,No especial
2,1525.0,14.5,21.4,4.45,26.0,84.75,Bueno
4,1437.0,17.2,13.8,3.69,40.0,87.0,Muy bueno
0,2016.0,28.1,26.7,4.23,10.0,83.0,Bueno
3,1184.0,3.8,31.8,4.14,25.0,78.0,No especial
10,1226.0,68.7,17.8,4.85,158.0,86.0,Muy bueno
5,812.0,97.3,19.0,3.87,44.0,80.5,Bueno
4,1010.0,52.2,19.0,4.3,26.0,75.75,No especial
4,1048.0,93.0,23.2,3.57,26.0,78.75,No especial
7,1799.0,24.9,23.7,3.96,28.0,86.5,Muy bueno
